#laboratory_shortname#laboratory_name#laboratory_country#laboratory_city#laboratory_address#instrument_code#instrument_name#instrument_technique
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#HRPT#High resolution powder diffractometer (thermal neutrons)#diffractometer&powder diffractometer&high resolution&thermal neutron&neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#DMC#Powder diffractometer (cold neutrons)#diffractometer&powder diffractometer&high intensity&cold neutron&neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#ZEBRA#Single crystal Diffractometer (thermal neutrons)#diffractometer&crystal diffractometer&thermal neutron&neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#POLDI#Multiple pulse overlap diffractometer (thermal neutrons)#diffractometer&residual stress diffractometer&thermal neutron&neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#ORION#Two-axis diffractometer (cold neutrons)#diffractometer&two axis diffractometer&cold neutron&neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#SANS-I#Small-angle neutron scattering facility, 40m (cold neutrons)#neutron scattering&small angle neutron scattering&sans&cold neutron&neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#SANS-II#Small-angle neutron scattering facility, 12m (cold neutrons)#neutron scattering&small angle neutron scattering&sans&cold neutron&neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#AMOR#Apparatus for multi optional reflectometry (cold neutrons)#reflectometer&cold neutron&neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#MORPHEUS#Two-axis neutron diffractometer & reflectometer (cold neutrons)#diffractometer&two axis diffractometer&reflectometer&cold neutron&neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#NARZISS#Polarized neutron reflectometer#reflectometer&cold neutron&neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#FOCUS#Time-of-flight spectrometer (cold neutrons)#spectrometer&time of flight&tof spectrometer&cold neutron&neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#RITA-II#Triple-axis spectrometer (cold neutrons, PSI-Risø cooperation)#spectrometer&triple axis spectrometer&tas&cold neutron&neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#TASP#Triple-axis spectrometer (polarized cold neutrons), PSI-EPF Lausanne cooperation#spectrometer&triple axis spectrometer&tas&cold neutron&polarized neutron&polarised neutron&neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#EIGER#Triple-axis spectrometer (thermal neutrons)#spectrometer&triple axis spectrometer&tas&thermal neutron&neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#NEUTRA#Neutron radiography and tomography facility (thermal neutrons)#neutron radiography&neutron tomography&thermal neutron&neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#ICON#Neutron radiography and tomography facility (cold neutrons)#neutron radiography&neutron tomography&cold neutron&neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#BOA#Beamline for Neutron Optics and other Approaches (thermal neutrons)#neutron optic&neutron&cold neutron&polarized neutron&polarised neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#PNA#Isotope production stringer (thermal neutrons)#neutron&thermal neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#NAA#Neutron activation analysis (thermal neutrons)#neutron&thermal neutron&neutron activation analysis
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#MuPAD#MU-metal polarisation analysis device#neutron&cold neutron&polarized neutron&polarised neutron
#PSI SINQ#Paul Scherrer Institute Swiss Spallation Neutron Source#Switzerland#Villigen#PSI, Forschungsstrasse 111, 5232 Villigen, Switzerland#N-Microscope#High spatial resolution neutron imaging instrument#neutron&neutron imaging
#HZB BER II#Helmholtz-Zentrum Berlin für Materialien und Energie#Germany#Berlin#1, Hahn-Meitner-Platz, 14109 Berlin, Germany#V2&FLEXX#Cold Neutron 3-Axis Spectrometer (FLEXX)#spectrometer&triple axis spectrometer&tas&cold neutron&neutron
#HZB BER II#Helmholtz-Zentrum Berlin für Materialien und Energie#Germany#Berlin#1, Hahn-Meitner-Platz, 14109 Berlin, Germany#E2 #Flat-Cone Diffractometer#neutron&diffractometer
#HZB BER II#Helmholtz-Zentrum Berlin für Materialien und Energie#Germany#Berlin#1, Hahn-Meitner-Platz, 14109 Berlin, Germany#E4 #2-Axis-Diffractometer#neutron&diffractometer&two axis diffractometer
#HZB BER II#Helmholtz-Zentrum Berlin für Materialien und Energie#Germany#Berlin#1, Hahn-Meitner-Platz, 14109 Berlin, Germany#E5 #4-Circle Diffractometer#neutron&diffractometer&four circle diffractometer&4 circle diffractometer
#HZB BER II#Helmholtz-Zentrum Berlin für Materialien und Energie#Germany#Berlin#1, Hahn-Meitner-Platz, 14109 Berlin, Germany#E6 #Focusing Powder Diffractometer#neutron&diffractometer&powder diffractometer
#HZB BER II#Helmholtz-Zentrum Berlin für Materialien und Energie#Germany#Berlin#1, Hahn-Meitner-Platz, 14109 Berlin, Germany#E9&FIREPOD#Fine Resolution Powder Diffractometer (FIREPOD)#neutron&diffractometer&powder diffractometer
#HZB BER II#Helmholtz-Zentrum Berlin für Materialien und Energie#Germany#Berlin#1, Hahn-Meitner-Platz, 14109 Berlin, Germany#E11&FALCON#Fast Acquisition Laue Camera for Neutrons (FALCON)#neutron
#HZB BER II#Helmholtz-Zentrum Berlin für Materialien und Energie#Germany#Berlin#1, Hahn-Meitner-Platz, 14109 Berlin, Germany#V4&SANS#Small Angle Scattering Instrument (SANS)#neutron&neutron scattering&small angle neutron scattering&sans
#HZB BER II#Helmholtz-Zentrum Berlin für Materialien und Energie#Germany#Berlin#1, Hahn-Meitner-Platz, 14109 Berlin, Germany#V16&VSANS#Very Small Angle Neutron Scattering (VSANS)#neutron&neutron scattering&small angle neutron scattering&sans&very small angle neutron scattering&vsans
#HZB BER II#Helmholtz-Zentrum Berlin für Materialien und Energie#Germany#Berlin#1, Hahn-Meitner-Platz, 14109 Berlin, Germany#E3 #Residual Stress Analysis and Texture Diffractometer#neutron&diffractometer
#HZB BER II#Helmholtz-Zentrum Berlin für Materialien und Energie#Germany#Berlin#1, Hahn-Meitner-Platz, 14109 Berlin, Germany#V3&NEAT#Time-of-Flight Spectrometer (NEAT)#neutron&spectrometer&time of flight&tof spectrometer
#HZB BER II#Helmholtz-Zentrum Berlin für Materialien und Energie#Germany#Berlin#1, Hahn-Meitner-Platz, 14109 Berlin, Germany#V7&CONRAD#Cold Neutron Tomography and Radiography (CONRAD)#neutron&cold neutron
#HZB BER II#Helmholtz-Zentrum Berlin für Materialien und Energie#Germany#Berlin#1, Hahn-Meitner-Platz, 14109 Berlin, Germany#B8 #Neutron-Autoradiography#neutron
#j-PARC#Japan Proton Accelerator Research Complex#Japan#Tokai#2-4 Shirakata, Tokai-mura, Naka-gun, Ibaraki 319-1195, Japan#BL01&4SEASONS#4SEASONS: 4D-Space Access Neutron Spectrometer#neutron&spectrometer&inelastic neutron scattering
#j-PARC#Japan Proton Accelerator Research Complex#Japan#Tokai#2-4 Shirakata, Tokai-mura, Naka-gun, Ibaraki 319-1195, Japan#BL02&DNA#DNA: Biomolecular Dynamics Spectrometer#neutron&spectrometer&back scattering&backscattering spectrometer
#j-PARC#Japan Proton Accelerator Research Complex#Japan#Tokai#2-4 Shirakata, Tokai-mura, Naka-gun, Ibaraki 319-1195, Japan#BL03&iBIX#iBIX: IBARAKI Biological Crystal Diffractometer#neutron&diffractometer&crystal diffractometer
#j-PARC#Japan Proton Accelerator Research Complex#Japan#Tokai#2-4 Shirakata, Tokai-mura, Naka-gun, Ibaraki 319-1195, Japan#BL04&ANNRI#ANNRI: Accurate Neutron-Nucleus Reaction Measurement Instrument#neutron&time of flight&tof
